OS01W :     Name
SDG30 :     SDG 11 % of Eligible Portfolio Involved
SDG31 :     SDG 11 % of Eligible Portfolio Not Involved
SDG32 :     SDG 11 % of Covered Portfolio Involved
SDG33 :     SDG 11 % of Covered Portfolio Not Involved
SDG34 :     SDG 12 % of Portfolio Eligible
SDG35 :     SDG 12 % of Portfolio Not Eligible
SDG36 :     SDG 12 % of Portfolio Covered
SDG37 :     SDG 12 % of Portfolio Not Covered
SDG38 :     SDG 12 % of Portfolio Eligible Not Covered
SDG39 :     SDG 12 % of Eligible Portfolio Covered
SDG3A :     SDG 12 % of Eligible Portfolio Not Covered
SDG3B :     SDG 12 Number of Holdings Covered
SDG3C :     SDG 12 % of Portfolio Involved
SDG3D :     SDG 12 % of Portfolio Not Involved
SDG3E :     SDG 12 % of Eligible Portfolio Involved
SDG3F :     SDG 12 % of Eligible Portfolio Not Involved
SDG3G :     SDG 12 % of Covered Portfolio Involved
SDG3H :     SDG 12 % of Covered Portfolio Not Involved
SDG3I :     SDG 13 % of Portfolio Eligible
SDG3J :     SDG 13 % of Portfolio Not Eligible
SDG3K :     SDG 13 % of Portfolio Covered
SDG3L :     SDG 13 % of Portfolio Not Covered
SDG3M :     SDG 13 % of Portfolio Eligible Not Covered
SDG3N :     SDG 13 % of Eligible Portfolio Covered
SDG3O :     SDG 13 % of Eligible Portfolio Not Covered
SDG3P :     SDG 13 Number of Holdings Covered
SDG3Q :     SDG 13 % of Portfolio Involved
SDG3R :     SDG 13 % of Portfolio Not Involved
SDG3S :     SDG 13 % of Eligible Portfolio Involved
SDG3T :     SDG 13 % of Eligible Portfolio Not Involved
SDG3U :     SDG 13 % of Covered Portfolio Involved
SDG3V :     SDG 13 % of Covered Portfolio Not Involved
SDG3W :     SDG 14 % of Portfolio Eligible
SDG3X :     SDG 14 % of Portfolio Not Eligible
SDG3Y :     SDG 14 % of Portfolio Covered
SDG3Z :     SDG 14 % of Portfolio Not Covered
SDG40 :     SDG 14 % of Portfolio Eligible Not Covered
SDG41 :     SDG 14 % of Eligible Portfolio Covered
SDG42 :     SDG 14 % of Eligible Portfolio Not Covered
SDG43 :     SDG 14 Number of Holdings Covered
SDG44 :     SDG 14 % of Portfolio Involved
SDG45 :     SDG 14 % of Portfolio Not Involved
SDG46 :     SDG 14 % of Eligible Portfolio Involved
SDG47 :     SDG 14 % of Eligible Portfolio Not Involved
SDG48 :     SDG 14 % of Covered Portfolio Involved
SDG49 :     SDG 14 % of Covered Portfolio Not Involved
SDG4A :     SDG 15 % of Portfolio Eligible
SDG4B :     SDG 15 % of Portfolio Not Eligible
SDG4C :     SDG 15 % of Portfolio Covered
SDG4D :     SDG 15 % of Portfolio Not Covered
SDG4E :     SDG 15 % of Portfolio Eligible Not Covered
SDG4F :     SDG 15 % of Eligible Portfolio Covered
SDG4G :     SDG 15 % of Eligible Portfolio Not Covered
SDG4H :     SDG 15 Number of Holdings Covered
SDG4I :     SDG 15 % of Portfolio Involved
SDG4J :     SDG 15 % of Portfolio Not Involved
SDG4K :     SDG 15 % of Eligible Portfolio Involved
SDG4L :     SDG 15 % of Eligible Portfolio Not Involved
SDG4M :     SDG 15 % of Covered Portfolio Involved
SDG4N :     SDG 15 % of Covered Portfolio Not Involved
SDG4O :     SDG 2 Average Revenue %
SDG4P :     SDG 3 Average Revenue %
SDG4Q :     SDG 4 Average Revenue %
SDG4R :     SDG 6 Average Revenue %
SDG4S :     SDG 7 Average Revenue %
SDG4T :     SDG 9 Average Revenue %
SDG4U :     SDG 10 Average Revenue %
SDG4V :     SDG 11 Average Revenue %
SDG4W :     SDG 12 Average Revenue %
SDG4X :     SDG 13 Average Revenue %
SDG4Y :     SDG 14 Average Revenue %
SDG4Z :     SDG 15 Average Revenue %
SDG50 :     SDG 2 % of Portfolio with less than 5% Involved
SDG51 :     SDG 2 % of Portfolio with 5-10% Involved
SDG52 :     SDG 2 % of Portfolio with 10-25% Involved
SDG53 :     SDG 2 % of Portfolio with 25-50% Involved
SDG54 :     SDG 2 % of Portfolio with over 50% Involved
SDG55 :     SDG 3 % of Portfolio with less than 5% Involved
SDG56 :     SDG 3 % of Portfolio with 5-10% Involved
SDG57 :     SDG 3 % of Portfolio with 10-25% Involved
SDG58 :     SDG 3 % of Portfolio with 25-50% Involved
SDG59 :     SDG 3 % of Portfolio with over 50% Involved
SDG5A :     SDG 4 % of Portfolio with less than 5% Involved
SDG5B :     SDG 4 % of Portfolio with 5-10% Involved
SDG5C :     SDG 4 % of Portfolio with 10-25% Involved
SDG5D :     SDG 4 % of Portfolio with 25-50% Involved
SDG5E :     SDG 4 % of Portfolio with over 50% Involved
SDG5F :     SDG 6 % of Portfolio with less than 5% Involved
SDG5G :     SDG 6 % of Portfolio with 5-10% Involved
SDG5H :     SDG 6 % of Portfolio with 10-25% Involved
SDG5I :     SDG 6 % of Portfolio with 25-50% Involved
SDG5J :     SDG 6 % of Portfolio with over 50% Involved
SDG5K :     SDG 7 % of Portfolio with less than 5% Involved
SDG5L :     SDG 7 % of Portfolio with 5-10% Involved
SDG5M :     SDG 7 % of Portfolio with 10-25% Involved
SDG5N :     SDG 7 % of Portfolio with 25-50% Involved
SDG5O :     SDG 7 % of Portfolio with over 50% Involved
SDG5P :     SDG 9 % of Portfolio with less than 5% Involved
SDG5Q :     SDG 9 % of Portfolio with 5-10% Involved
SDG5R :     SDG 9 % of Portfolio with 10-25% Involved
SDG5S :     SDG 9 % of Portfolio with 25-50% Involved
SDG5T :     SDG 9 % of Portfolio with over 50% Involved
SDG5U :     SDG 10 % of Portfolio with less than 5% Involved
SDG5V :     SDG 10 % of Portfolio with 5-10% Involved
SDG5W :     SDG 10 % of Portfolio with 10-25% Involved
SDG5X :     SDG 10 % of Portfolio with 25-50% Involved
SDG5Y :     SDG 10 % of Portfolio with over 50% Involved
SDG5Z :     SDG 11 % of Portfolio with less than 5% Involved
SDG60 :     SDG 11 % of Portfolio with 5-10% Involved
SDG61 :     SDG 11 % of Portfolio with 10-25% Involved
SDG62 :     SDG 11 % of Portfolio with 25-50% Involved
SDG63 :     SDG 11 % of Portfolio with over 50% Involved
SDG64 :     SDG 12 % of Portfolio with less than 5% Involved
SDG65 :     SDG 12 % of Portfolio with 5-10% Involved
SDG66 :     SDG 12 % of Portfolio with 10-25% Involved
SDG67 :     SDG 12 % of Portfolio with 25-50% Involved
SDG68 :     SDG 12 % of Portfolio with over 50% Involved
SDG69 :     SDG 13 % of Portfolio with less than 5% Involved
SDG6A :     SDG 13 % of Portfolio with 5-10% Involved
SDG6B :     SDG 13 % of Portfolio with 10-25% Involved
SDG6C :     SDG 13 % of Portfolio with 25-50% Involved
SDG6D :     SDG 13 % of Portfolio with over 50% Involved
SDG6E :     SDG 14 % of Portfolio with less than 5% Involved
SDG6F :     SDG 14 % of Portfolio with 5-10% Involved
SDG6G :     SDG 14 % of Portfolio with 10-25% Involved
SDG6H :     SDG 14 % of Portfolio with 25-50% Involved
SDG6I :     SDG 14 % of Portfolio with over 50% Involved
SDG6J :     SDG 15 % of Portfolio with less than 5% Involved
SDG6K :     SDG 15 % of Portfolio with 5-10% Involved
SDG6L :     SDG 15 % of Portfolio with 10-25% Involved
SDG6M :     SDG 15 % of Portfolio with 25-50% Involved
SDG6N :     SDG 15 % of Portfolio with over 50% Involved
SDG6O :     SDG 2 % Involved Category Average
SDG6P :     SDG 3 % Involved Category Average
SDG6Q :     SDG 4 % Involved Category Average
SDG6R :     SDG 6 % Involved Category Average
SDG6S :     SDG 7 % Involved Category Average
SDG6T :     SDG 9 % Involved Category Average
SDG6U :     SDG 10 % Involved Category Average
SDG6V :     SDG 11 % Involved Category Average
SDG6W :     SDG 12 % Involved Category Average
SDG6X :     SDG 13 % Involved Category Average
SDG6Y :     SDG 14 % Involved Category Average
SDG6Z :     SDG 15 % Involved Category Average
SDG70 :     SDG 2 Revenue % Category Average
SDG71 :     SDG 3 Revenue % Category Average
SDG72 :     SDG 4 Revenue % Category Average
SDG73 :     SDG 6 Revenue % Category Average
SDG74 :     SDG 7 Revenue % Category Average
SDG75 :     SDG 9 Revenue % Category Average
SDG76 :     SDG 10 Revenue % Category Average
SDG77 :     SDG 11 Revenue % Category Average
SDG78 :     SDG 12 Revenue % Category Average
SDG79 :     SDG 13 Revenue % Category Average
SDG7A :     SDG 14 Revenue % Category Average
SDG7B :     SDG 15 Revenue % Category Average
SDG7C :     SDG 2 Revenue % Number of Funds in Category
SDG7D :     SDG 3 Revenue % Number of Funds in Category
SDG7E :     SDG 4 Revenue % Number of Funds in Category
SDG7F :     SDG 6 Revenue % Number of Funds in Category
SDG7G :     SDG 7 Revenue % Number of Funds in Category
SDG7H :     SDG 9 Revenue % Number of Funds in Category
SDG7I :     SDG 10 Revenue % Number of Funds in Category
SDG7J :     SDG 11 Revenue % Number of Funds in Category
SDG7K :     SDG 12 Revenue % Number of Funds in Category
SDG7L :     SDG 13 Revenue % Number of Funds in Category
SDG7M :     SDG 14 Revenue % Number of Funds in Category
SDG7N :     SDG 15 Revenue % Number of Funds in Category
THE3M :     Human Development - % of Revenue
THE3N :     Resource Security - % of Revenue
THE3O :     Climate Action - % of Revenue
THE3P :     Basic Needs - % of Revenue
THE3Q :     Healthy Ecosystems - % of Revenue
THE3R :     SDG 2 - % of Revenue
THE3S :     SDG 3 - % of Revenue
THE3T :     SDG 4 - % of Revenue
THE3U :     SDG 6 - % of Revenue
THE3V :     SDG 7 - % of Revenue
THE3W :     SDG 9 - % of Revenue
THE3X :     SDG 10 - % of Revenue
THE3Y :     SDG 11 - % of Revenue
THE3Z :     SDG 12 - % of Revenue
THE40 :     SDG 13 - % of Revenue
THE41 :     SDG 14 - % of Revenue
THE42 :     SDG 15 - % of Revenue
LCT01 :     Last Publication Date
LCT02 :     Year Of Reference
LCT03 :     Low Carbon Transition Rating
LCT04 :     Low Carbon Transition Rating Category
LCT05 :     Management All Scopes
LCT06 :     Management Category All Scopes
LCT07 :     Managed Emissions Adjustment All Scopes
LCT08 :     Exposure All Scopes
LCT09 :     Exposure Category All Scopes
LCT10 :     Greenhouse Gas Emissions All Scopes Inevitable Policy Response Budget Cumulative To 2050
LCT11 :     Greenhouse Gas Emissions All Scopes Baseline Cumulative To 2050
LCT12 :     Greenhouse Gas Emissions Gap All Scopes Baseline Cumulative To 2050
LCT13 :     Greenhouse Gas Emissions Gap Percentage All Scopes Baseline Cumulative To 2050
LCT14 :     Greenhouse Gas Emissions All Scopes Projected Cumulative To 2050
LCT15 :     Managed Greenhouse Gas Emissions Projected Cumulative To 2050
LCT16 :     Greenhouse Gas Emissions Gap All Scopes Projected Cumulative To 2050
LCT17 :     Greenhouse Gas Emissions Gap Percentage All Scopes Projected Cumulative To 2050
LCT18 :     Industry Code
LCT19 :     Industry Name
LCT20 :     Subindustry Code
LCT21 :     Subindustry Name
LCT22 :     Low Carbon Transition Rating Rank Universe
LCT23 :     Low Carbon Transition Rating Rank Industry
LCT24 :     Low Carbon Transition Rating Rank Subindustry
LCT25 :     Low Carbon Transition Rating Average Score Universe
LCT26 :     Low Carbon Transition Rating Average Score Industry
LCT27 :     Low Carbon Transition Rating Average Score Subindustry
LCT28 :     Low Carbon Transition Rating Percentile Universe
LCT29 :     Low Carbon Transition Rating Percentile Industry
LCT30 :     Low Carbon Transition Rating Percentile Subindustry
LCT31 :     Reporting Sufficiency
LCT32 :     Reporting Sufficiency Category
LCT33 :     Company Reporting Indicator Count
LCT34 :     Expected Reporting Indicator Count
LCT35 :     Overall Quality Score
LCT36 :     Overall Quality Category
LCT41 :     Reporting Sufficiency Rank Universe
LCT42 :     Reporting Sufficiency Rank Industry
LCT43 :     Reporting Sufficiency Rank Subindustry
LCT44 :     Reporting Sufficiency Percentile Universe
LCT45 :     Reporting Sufficiency Percentile Industry
LCT46 :     Reporting Sufficiency Percentile Subindustry
LCT47 :     Management Quality Rank Universe
LCT48 :     Management Quality Rank Industry
LCT49 :     Management Quality Rank Subindustry
LCT50 :     Management Quality Percentile Universe
LCT51 :     Management Quality Percentile Industry
LCT52 :     Management Quality Percentile Subindustry
ESP93 :     Proxy Year
ESP01 :     % Support All Shareholder Resolutions
ESP03 :     % Against All Shareholder Resolutions
ESP05 :     % Abstained All Shareholder Resolutions
ESP07 :     Votes Counted - All Shareholder Resolutions
ESP02 :     % Support All Management Resolutions
ESP04 :     % Against All Management Resolutions
ESP06 :     % Abstained All Management Resolutions
ESP08 :     Votes Counted - All Management Resolutions
ESP09 :     % Support - Climate Change
ESP10 :     % Support - Environment
ESP11 :     % Support - ESG Governance Arrangements
ESP12 :     % Support - Human and Workers' Rights
ESP13 :     % Support - Humane Treatment of Animals
ESP14 :     % Support - Militarism and Aggression
ESP15 :     % Support - Other E & S
ESP16 :     % Support - Political Influence
ESP17 :     % Support - Public Health/Product Safety
ESP18 :     % Support - Board Governance
ESP19 :     % Support - Director Elections
ESP20 :     % Support - Executive Compensation
ESP21 :     % Support - Other Gov
ESP22 :     % Support - Shareholder Rights
ESP23 :     % Support - Shareholder Meetings and Proxy Process
ESP24 :     % Support - Strategy/Business
ESP25 :     % Against - Climate Change
ESP26 :     % Against - Environment
ESP27 :     % Against - ESG Governance Arrangements
ESP28 :     % Against - Human and Workers' Rights
ESP29 :     % Against - Humane Treatment of Animals
ESP30 :     % Against - Militarism and Aggression
ESP31 :     % Against - Other E & S
ESP32 :     % Against - Political Influence
ESP33 :     % Against - Public Health/Product Safety
ESP34 :     % Against - Board Governance
ESP35 :     % Against - Director Elections
ESP36 :     % Against - Executive Compensation
ESP37 :     % Against - Other Gov
ESP38 :     % Against - Shareholder Rights
ESP39 :     % Against - Shareholder Meetings and Proxy Process
ESP40 :     % Against - Strategy/Business
ESP57 :     Votes Counted - Climate Change
ESP58 :     Votes Counted - Environment
ESP59 :     Votes Counted - ESG Governance Arrangements
ESP60 :     Votes Counted - Human and Workers' Rights
ESP61 :     Votes Counted - Humane Treatment of Animals
ESP62 :     Votes Counted - Militarism and Aggression
ESP63 :     Votes Counted - Other E & S
ESP64 :     Votes Counted - Political Influence
ESP65 :     Votes Counted - Public Health/Product Safety
ESP66 :     Votes Counted - Board Governance
ESP67 :     Votes Counted - Director Elections
ESP68 :     Votes Counted - Executive Compensation
ESP69 :     Votes Counted - Other Gov
ESP70 :     Votes Counted - Shareholder Rights
ESP71 :     Votes Counted - Shareholder Meetings and Proxy Process
ESP72 :     Votes Counted - Strategy/Business
ESP73 :     % Support 1 Year Advisory Vote Frequency
ESP74 :     % Support 2 Years Advisory Vote Frequency
ESP75 :     % Support 3 Years Advisory Vote Frequency
ESP76 :     % Support - Advisory Vote on Executive Compensation
ESP77 :     % Support - Director Election
ESP78 :     % Support - Compensation
ESP79 :     % Support - Auditor Ratification
ESP80 :     % Against - Advisory Vote on Executive Compensation
ESP81 :     % Against - Director Election
ESP82 :     % Against - Compensation
